customer_id,age,gender,marital_status,education,employment_type,annual_income,credit_score,loan_amount,loan_term,interest_rate,existing_loans,debt_to_income_ratio,late_payments,loan_purpose,default
77,60,Female,Single,PhD,Self-employed,56527.0,571.0,355484,24,22.54,4,629.17,11,Home,1
78,41,Male,Married,Bachelor,Self-employed,72181.0,432.0,35568,240,12.44,3,38.99,14,Home,1
79,36,Female,Single,Bachelor,Salaried,111472.0,543.0,416207,24,16.45,1,377.49,9,Car,1
80,38,Male,Married,Bachelor,Self-employed,178074.0,733.0,276056,24,23.01,1,158.93,11,Home,1
81,44,Female,Single,High School,Self-employed,101219.0,337.0,168599,24,13.16,4,167.99,10,Business,1
82,46,Male,Single,Bachelor,Self-employed,163532.0,618.0,494615,24,21.14,5,304.85,10,Business,1
83,45,Male,Married,High School,Self-employed,139783.0,809.0,317570,60,13.61,0,223.13,14,Home,1
84,61,Male,Single,PhD,Self-employed,181554.0,675.0,377507,120,19.02,1,206.21,5,Education,1
85,49,Male,Single,Master,Self-employed,167519.0,773.0,235066,60,13.62,2,136.22,12,Business,1
86,35,Male,Single,PhD,Self-employed,199300.0,358.0,418623,120,12.86,3,209.27,10,Personal,1
87,21,Male,Single,PhD,Self-employed,103265.0,798.0,258007,60,24.81,3,254.23,10,Personal,1
88,45,Male,Single,PhD,Salaried,70126.0,517.0,410560,24,17.25,3,587.65,14,Education,1
89,27,Female,Single,Bachelor,Salaried,40545.0,428.0,499957,12,12.35,4,1227.84,1,Personal,1
90,29,Female,Single,Bachelor,Salaried,75114.0,682.0,7355,240,10.16,3,18.95,7,Education,1
91,44,Female,Married,Bachelor,Self-employed,113740.0,687.0,101429,120,5.8,3,90.04,5,Personal,1
92,21,Female,Married,Master,Self-employed,33890.0,384.0,190805,12,19.13,2,559.63,10,Home,1
93,64,Female,Single,Bachelor,Self-employed,141284.0,809.0,464501,24,12.44,0,327.26,8,Personal,1
94,28,Male,Single,High School,Salaried,72482.0,736.0,483187,120,21.43,5,663.85,10,Home,1
95,44,Male,Single,PhD,Salaried,152812.0,592.0,443949,12,12.28,4,291.65,12,Personal,1
96,31,Male,Married,Master,Salaried,181193.0,348.0,455131,60,12.47,4,244.57,12,Personal,1
97,37,Male,Married,Master,Self-employed,162290.0,366.0,450932,24,20.58,3,279.33,5,Personal,1
98,28,Male,Single,Master,Salaried,91591.0,428.0,116151,60,14.79,2,131.01,5,Home,0
99,55,Female,Married,Master,Salaried,108241.0,328.0,305670,60,22.7,1,285.69,11,Personal,1
100,55,Female,Single,Master,Self-employed,54722.0,642.0,285232,24,16.8,3,522.55,1,Personal,1
101,53,Female,Single,High School,Salaried,69431.0,844.0,332521,120,9.81,3,481.79,4,Car,1
102,25,Female,Single,PhD,Self-employed,62000.0,418.0,180477,240,16.37,4,293.05,8,Home,1
103,62,Male,Single,Master,Salaried,91975.0,432.0,437058,36,5.08,4,480.42,0,Business,1
104,59,Male,Married,PhD,Self-employed,50921.0,626.0,66788,36,11.25,3,129.96,3,Education,1
105,61,Male,Married,Bachelor,Self-employed,119265.0,484.0,56529,240,9.16,4,42.83,9,Car,0
106,48,Female,Single,Master,Self-employed,108747.0,805.0,488155,24,18.08,2,450.71,9,Personal,1
107,27,Male,Married,Master,Self-employed,181686.0,833.0,117833,36,7.72,1,70.27,13,Business,1
108,29,Female,Married,PhD,Self-employed,37601.0,540.0,108578,240,10.8,1,286.8,2,Business,1
109,28,Male,Single,Master,Salaried,113332.0,815.0,188455,12,11.63,1,174.27,0,Personal,0
110,32,Male,Married,Master,Self-employed,143254.0,464.0,44177,240,5.07,3,32.75,0,Personal,0
111,54,Female,Single,Master,Self-employed,171586.0,517.0,121903,120,5.94,5,75.69,14,Car,0
112,53,Male,Single,High School,Self-employed,139004.0,304.0,44056,240,11.22,3,25.89,0,Home,0
113,43,Male,Single,High School,Self-employed,167364.0,380.0,486465,60,9.45,3,294.62,0,Car,1
114,44,Female,Single,Master,Salaried,182582.0,546.0,71421,60,7.34,2,41.46,14,Home,0
115,57,Male,Married,High School,Self-employed,48000.0,792.0,169704,24,8.08,1,364.1,12,Business,1
116,55,Female,Single,Bachelor,Salaried,150439.0,685.0,306829,60,21.71,4,206.53,1,Education,1
117,64,Male,Married,Master,Self-employed,139277.0,606.0,213294,12,18.67,4,156.41,10,Personal,1
118,60,Male,Single,Bachelor,Self-employed,50383.0,842.0,73590,240,14.68,0,141.96,4,Car,1
119,42,Male,Single,PhD,Salaried,162857.0,306.0,276121,12,23.18,0,171.13,1,Business,1
120,47,Male,Married,Bachelor,Salaried,60910.0,814.0,357712,24,5.59,5,593.0,3,Car,1
121,55,Male,Single,PhD,Salaried,190100.0,372.0,316111,60,11.9,4,164.55,8,Home,1
122,21,Male,Married,Master,Self-employed,175927.0,309.0,341216,36,21.47,1,190.39,2,Personal,1
123,55,Male,Married,PhD,Salaried,44281.0,421.0,413286,240,17.57,3,943.35,1,Home,1
124,57,Male,Single,PhD,Self-employed,133838.0,812.0,480689,36,24.63,4,357.77,3,Home,1
125,34,Female,Single,Bachelor,Salaried,24841.0,740.0,288644,120,23.89,5,1166.44,8,Home,1
126,23,Female,Single,Bachelor,Salaried,117204.0,337.0,382619,24,8.4,5,324.06,3,Business,1
127,21,Male,Single,Bachelor,Self-employed,80155.0,644.0,15011,120,24.44,4,16.54,14,Personal,1
128,25,Male,Single,Master,Salaried,177990.0,637.0,184111,36,23.91,0,102.82,11,Education,0
129,46,Female,Single,Master,Salaried,76313.0,483.0,407112,36,12.47,1,536.33,4,Car,1
130,34,Male,Married,Bachelor,Self-employed,131688.0,366.0,362479,36,24.66,4,281.09,3,Home,1
131,59,Male,Married,Master,Self-employed,168515.0,316.0,478334,120,5.72,3,281.05,12,Personal,1
132,47,Female,Single,Master,Self-employed,183322.0,682.0,438174,24,18.22,3,244.62,7,Car,1
133,29,Male,Married,PhD,Salaried,152994.0,667.0,440128,240,10.32,2,288.37,13,Personal,1
134,35,Male,Married,PhD,Salaried,51976.0,615.0,5814,240,7.59,3,10.31,12,Car,0
135,35,Female,Single,Bachelor,Salaried,163063.0,796.0,473492,12,16.55,4,293.17,14,Personal,1
136,46,Male,Single,Master,Salaried,124405.0,644.0,422935,12,11.13,4,347.11,14,Education,1
137,62,Male,Married,PhD,Salaried,73744.0,772.0,499297,36,18.34,3,679.64,3,Personal,1
138,33,Female,Single,High School,Self-employed,173805.0,414.0,287294,24,15.8,0,161.66,1,Personal,0
139,52,Male,Married,Master,Salaried,22473.0,399.0,468710,24,12.85,1,2086.3,11,Home,1
140,59,Female,Single,High School,Self-employed,,,8825,60,8.64,5,8.35,3,Home,0
141,52,Male,Married,Bachelor,Salaried,48715.0,644.0,55368,60,17.03,4,110.69,1,Home,0
142,24,Male,Married,Master,Self-employed,183282.0,648.0,413016,120,21.58,3,226.75,8,Personal,1
143,50,Female,Married,Bachelor,Salaried,57317.0,438.0,80535,60,17.0,5,136.91,10,Education,1
144,57,Female,Married,Bachelor,Salaried,85516.0,623.0,91390,240,17.21,3,110.04,13,Car,0
145,43,Male,Single,Bachelor,Self-employed,,,228923,240,15.24,4,131.44,7,Home,1
146,59,Female,Single,Bachelor,Salaried,74604.0,593.0,110076,120,12.76,2,147.14,8,Business,0
147,35,Female,Married,Bachelor,Self-employed,24889.0,828.0,211089,12,14.15,1,851.81,3,Personal,1
148,63,Male,Married,Master,Salaried,93748.0,591.0,184577,36,24.79,4,202.01,0,Education,0
149,49,Male,Single,High School,Salaried,51971.0,373.0,258477,24,19.99,5,495.19,2,Education,1
150,56,Male,Single,Master,Self-employed,70551.0,783.0,62899,12,13.61,3,91.27,6,Home,0
151,33,Female,Married,Master,Salaried,154273.0,315.0,218854,240,14.15,2,147.55,0,Home,0
152,52,Female,Married,Master,Self-employed,128957.0,825.0,289745,12,14.99,4,232.87,10,Business,1
153,27,Female,Married,PhD,Salaried,109882.0,635.0,146749,120,18.19,1,132.16,7,Business,0
154,42,Female,Married,PhD,Salaried,57958.0,815.0,427768,36,14.32,2,732.42,8,Home,1
155,48,Male,Married,Master,Salaried,25681.0,426.0,265321,240,18.72,5,1036.02,7,Car,1
156,22,Female,Single,High School,Salaried,121982.0,817.0,223930,120,11.58,3,184.72,4,Home,1
157,62,Male,Married,Master,Salaried,66870.0,428.0,466107,12,13.21,0,697.18,11,Home,1
158,26,Female,Single,Bachelor,Salaried,148396.0,810.0,472909,24,22.28,1,316.08,10,Education,1
159,48,Male,Single,PhD,Salaried,87203.0,722.0,498915,60,11.58,2,576.54,13,Home,1
160,48,Male,Single,PhD,Self-employed,179224.0,684.0,128355,120,24.29,4,68.67,11,Home,0
161,64,Male,Married,Master,Salaried,70061.0,531.0,358594,240,8.45,4,508.45,12,Home,1
162,64,Female,Single,Master,Salaried,78235.0,494.0,169364,12,9.83,2,215.82,14,Car,1
163,40,Male,Single,High School,Salaried,57890.0,364.0,133424,60,14.27,4,235.12,8,Education,1
164,50,Male,Single,High School,Self-employed,110073.0,576.0,130451,60,20.95,2,111.73,3,Personal,1
165,31,Female,Single,Bachelor,Self-employed,81401.0,523.0,333241,12,19.63,1,404.3,8,Personal,1
166,48,Male,Married,Master,Salaried,31217.0,577.0,209775,36,8.49,4,667.87,0,Personal,1
167,45,Female,Married,Master,Salaried,68351.0,665.0,152256,12,9.73,1,232.67,11,Personal,1
168,59,Female,Single,Master,Salaried,53741.0,815.0,488249,240,16.51,3,909.92,10,Education,1
169,53,Male,Single,PhD,Self-employed,171726.0,514.0,225408,24,10.9,3,126.05,2,Home,1
170,21,Male,Married,Bachelor,Salaried,21408.0,738.0,459262,240,13.45,3,2144.53,3,Personal,1
171,47,Female,Married,High School,Self-employed,,,333885,60,14.73,3,534.65,10,Home,1
172,33,Male,Married,PhD,Salaried,127042.0,695.0,66377,24,16.88,4,62.25,9,Personal,0
173,61,Female,Single,PhD,Self-employed,152290.0,508.0,410255,120,10.02,2,261.7,0,Car,1
174,23,Female,Married,PhD,Self-employed,142189.0,800.0,50161,60,8.26,4,29.9,11,Home,0
175,59,Female,Single,PhD,Salaried,129268.0,762.0,171078,36,12.97,5,130.65,5,Education,1
176,26,Male,Single,Bachelor,Salaried,50105.0,526.0,153616,12,6.64,4,305.07,12,Car,1
177,28,Female,Married,Master,Salaried,89634.0,674.0,17987,120,15.54,1,18.47,14,Car,1
178,47,Male,Single,High School,Salaried,137426.0,799.0,10239,240,21.79,2,6.89,3,Education,1
179,29,Male,Married,High School,Salaried,158691.0,392.0,49785,24,7.38,0,41.52,3,Car,1
180,57,Male,Single,PhD,Salaried,,,28358,120,7.25,0,11.07,0,Home,0
181,53,Male,Married,PhD,Salaried,38226.0,620.0,381903,36,6.6,2,999.84,4,Business,1
182,62,Female,Single,Bachelor,Self-employed,45322.0,309.0,480890,12,21.96,0,1063.83,8,Business,1
183,64,Male,Single,PhD,Salaried,137504.0,602.0,192522,120,6.61,2,132.75,5,Personal,1
184,44,Female,Married,High School,Salaried,78215.0,621.0,224592,240,24.67,1,294.31,14,Personal,1
185,35,Female,Married,High School,Self-employed,,,164500,24,12.17,1,97.16,7,Home,1
186,52,Male,Married,Master,Salaried,157632.0,577.0,14096,120,11.58,4,3.52,10,Education,0
187,52,Female,Married,Master,Salaried,189350.0,837.0,52582,12,6.83,0,35.5,3,Home,0
188,44,Female,Single,High School,Salaried,187284.0,692.0,422752,240,16.71,2,229.13,8,Personal,1
189,61,Male,Married,High School,Salaried,114835.0,394.0,193467,120,16.72,1,165.76,6,Car,1
190,32,Female,Married,Bachelor,Self-employed,93079.0,406.0,378739,24,14.88,4,410.52,13,Home,1
191,59,Female,Single,Bachelor,Self-employed,43946.0,689.0,466373,12,11.22,0,1063.16,13,Home,1
192,22,Female,Married,High School,Salaried,182812.0,825.0,106494,36,12.37,0,50.57,6,Education,1
193,23,Female,Married,PhD,Salaried,130733.0,370.0,336628,36,11.41,0,250.3,7,Personal,1
194,57,Male,Single,Master,Self-employed,27253.0,675.0,268431,60,13.52,1,986.61,1,Home,1
195,37,Female,Married,High School,Salaried,99311.0,667.0,190582,120,11.84,1,183.04,11,Car,0
196,22,Female,Married,PhD,Self-employed,52813.0,350.0,28902,24,18.51,0,59.75,5,Car,0
197,22,Female,Married,High School,Self-employed,,,323332,120,10.92,1,174.03,6,Business,0
198,48,Female,Married,Master,Self-employed,68365.0,718.0,380038,12,12.02,0,560.49,2,Personal,1
199,43,Male,Married,Master,Salaried,87593.0,847.0,419380,60,13.71,3,485.89,7,Car,1
200,57,Female,Married,Bachelor,Salaried,184503.0,799.0,348348,24,5.08,1,191.25,0,Education,0
201,52,Male,Single,Bachelor,Salaried,188508.0,466.0,137844,120,14.84,2,54.68,0,Personal,1
202,53,Female,Married,Bachelor,Self-employed,169485.0,559.0,189126,24,10.12,1,117.19,9,Car,1
203,21,Male,Single,Bachelor,Salaried,58485.0,491.0,453094,12,6.12,0,772.52,2,Home,1
204,39,Male,Single,Master,Salaried,131504.0,501.0,131800,60,23.22,2,99.94,5,Personal,0
205,22,Male,Single,PhD,Self-employed,36101.0,484.0,430454,24,11.45,4,1188.61,6,Car,1
206,64,Male,Single,PhD,Salaried,28831.0,457.0,240576,12,13.52,2,842.82,1,Home,1
207,46,Male,Married,PhD,Salaried,71897.0,398.0,325437,36,21.55,2,453.52,13,Business,1
208,52,Female,Married,High School,Salaried,25004.0,540.0,479514,24,8.34,1,1915.64,5,Personal,1
209,26,Female,Married,Bachelor,Self-employed,65924.0,790.0,499658,60,22.01,5,764.62,11,Personal,1
210,52,Female,Single,Bachelor,Salaried,172581.0,501.0,12213,240,9.83,2,11.47,4,Car,0
211,24,Male,Married,Master,Self-employed,57170.0,808.0,282085,240,16.78,2,487.74,14,Business,1
212,31,Female,Married,Master,Self-employed,63555.0,395.0,363025,24,18.71,0,572.86,5,Education,1
213,37,Male,Married,High School,Self-employed,165734.0,789.0,498936,24,23.1,1,302.15,0,Car,1
214,58,Male,Single,High School,Salaried,138115.0,517.0,414180,12,17.15,0,292.52,13,Car,1
215,44,Female,Single,PhD,Salaried,124216.0,826.0,31855,120,14.06,1,29.78,9,Education,0
216,25,Female,Married,Master,Salaried,85930.0,572.0,456985,240,16.45,4,531.66,6,Education,1
217,54,Male,Single,Bachelor,Self-employed,198475.0,518.0,388883,120,9.04,5,206.69,7,Education,1
218,26,Male,Single,PhD,Self-employed,56365.0,631.0,481720,240,18.78,2,861.68,13,Education,1
219,42,Female,Married,Bachelor,Salaried,82188.0,752.0,6046,24,8.74,1,8.47,6,Education,0
220,31,Female,Single,PhD,Self-employed,118633.0,451.0,282053,60,16.14,2,237.31,8,Home,1
221,36,Female,Single,Bachelor,Salaried,177745.0,646.0,215186,60,17.95,2,110.84,0,Home,1
222,53,Female,Married,High School,Salaried,83471.0,713.0,421584,240,22.97,3,509.27,9,Education,1
223,29,Male,Single,PhD,Salaried,168228.0,826.0,383997,240,14.0,0,227.92,8,Business,1
224,26,Female,Single,Bachelor,Salaried,77287.0,730.0,99135,12,20.51,5,125.93,10,Business,1
225,36,Female,Single,Bachelor,Salaried,152717.0,678.0,76255,24,8.35,1,50.04,10,Education,1
226,49,Female,Single,Master,Salaried,79076.0,727.0,217568,24,8.12,4,282.9,12,Home,1
227,23,Male,Single,PhD,Salaried,136475.0,383.0,225214,120,15.5,5,171.84,14,Business,1
228,40,Male,Single,Bachelor,Self-employed,70151.0,491.0,251936,12,16.93,3,365.94,2,Home,1
229,56,Male,Single,Master,Salaried,87384.0,340.0,413840,36,17.65,0,468.39,1,Car,1
230,39,Male,Single,Bachelor,Self-employed,,,240787,60,19.91,4,208.78,5,Home,1
231,46,Female,Married,PhD,Self-employed,53541.0,677.0,373522,60,10.9,4,695.17,10,Education,1
232,23,Male,Married,High School,Salaried,92847.0,435.0,277496,24,17.45,2,302.6,4,Personal,1
233,39,Female,Married,PhD,Self-employed,70955.0,405.0,363565,12,8.76,0,515.52,14,Education,1
234,40,Female,Married,PhD,Self-employed,160362.0,818.0,347683,36,9.38,3,216.11,3,Car,0
235,52,Female,Single,Bachelor,Self-employed,181215.0,841.0,276367,60,6.35,1,153.58,3,Home,1
236,27,Female,Married,Bachelor,Salaried,175581.0,425.0,495185,12,19.94,1,273.81,7,Business,1
237,61,Male,Married,PhD,Salaried,107780.0,656.0,254048,36,15.14,3,236.0,9,Education,1
238,53,Male,Single,Master,Salaried,187813.0,699.0,345398,240,9.76,2,182.73,12,Business,1
239,60,Male,Single,Master,Salaried,177970.0,378.0,333995,24,16.12,2,198.65,2,Home,1
240,59,Female,Single,Master,Salaried,119919.0,688.0,55044,120,12.08,4,46.05,12,Car,0
241,38,Female,Single,Bachelor,Self-employed,132854.0,834.0,485305,60,21.74,0,361.72,0,Education,1
242,60,Female,Single,Bachelor,Self-employed,81768.0,373.0,357362,60,15.56,4,437.61,4,Business,1
243,21,Female,Married,PhD,Salaried,63262.0,304.0,90000,36,5.6,1,138.9,7,Education,1
244,31,Female,Single,High School,Self-employed,156578.0,762.0,374384,120,24.7,3,232.01,2,Education,1
245,48,Male,Married,Bachelor,Self-employed,40605.0,381.0,429635,240,6.49,0,1060.12,1,Business,1
246,45,Female,Married,PhD,Self-employed,98590.0,836.0,411983,12,18.92,3,417.91,0,Car,1
247,43,Male,Single,PhD,Self-employed,48231.0,704.0,208074,24,13.75,0,436.37,12,Education,1
248,51,Female,Married,High School,Salaried,99397.0,813.0,298172,12,9.99,5,307.26,3,Car,1
249,50,Female,Married,Master,Salaried,97123.0,577.0,315097,36,18.53,1,333.87,10,Car,1
250,62,Male,Single,PhD,Salaried,33515.0,523.0,62965,60,7.52,1,189.01,1,Home,0
251,55,Male,Married,PhD,Self-employed,107211.0,367.0,239466,240,22.16,5,226.82,13,Business,1
252,27,Female,Married,PhD,Self-employed,189694.0,619.0,74776,60,10.01,0,40.83,7,Home,0
253,36,Female,Married,Master,Salaried,36600.0,318.0,298603,12,12.23,2,804.24,10,Personal,1
254,46,Female,Single,Master,Salaried,178964.0,642.0,95932,240,17.65,0,59.78,12,Home,0
255,22,Female,Single,High School,Self-employed,89310.0,642.0,349475,24,5.02,1,394.03,14,Education,1
256,21,Male,Single,Bachelor,Salaried,172873.0,396.0,160761,36,14.45,3,95.79,9,Education,0
257,32,Female,Married,Master,Salaried,188767.0,351.0,478662,24,22.88,4,251.01,11,Education,1
258,25,Male,Single,Bachelor,Self-employed,179925.0,474.0,335126,36,18.61,3,183.04,8,Personal,1
259,57,Female,Married,Bachelor,Self-employed,155501.0,637.0,401562,24,12.76,1,257.9,12,Car,1
260,52,Male,Single,Master,Salaried,155678.0,652.0,181251,12,18.21,3,119.22,9,Education,1
261,29,Male,Married,PhD,Self-employed,155550.0,690.0,119773,120,23.73,2,67.24,0,Home,0
262,61,Female,Single,High School,Salaried,134380.0,414.0,307661,240,8.76,2,229.96,14,Car,1
263,55,Male,Single,Bachelor,Self-employed,191206.0,647.0,336822,36,15.64,0,184.6,1,Home,1
264,39,Female,Married,PhD,Self-employed,131780.0,300.0,217678,12,9.69,3,164.52,5,Home,1
265,36,Male,Single,Master,Salaried,176547.0,362.0,379635,60,22.08,3,205.13,12,Education,1
266,23,Female,Married,Bachelor,Self-employed,86177.0,525.0,339767,60,19.42,1,393.32,9,Home,1
267,40,Male,Single,Bachelor,Salaried,172802.0,722.0,487504,24,21.02,0,283.59,11,Personal,1
268,44,Female,Single,Bachelor,Self-employed,172185.0,318.0,217243,60,23.86,0,128.05,6,Car,1
269,53,Female,Married,PhD,Salaried,171083.0,330.0,457132,120,9.65,3,267.97,1,Education,1
270,44,Male,Married,PhD,Self-employed,75746.0,323.0,485970,36,5.97,4,651.25,7,Education,1
271,31,Male,Married,PhD,Self-employed,,,364553,24,10.82,3,255.5,12,Home,1
272,28,Male,Single,Bachelor,Salaried,193925.0,460.0,315719,36,12.98,3,163.76,9,Home,1
273,56,Male,Married,Bachelor,Self-employed,105195.0,554.0,375645,36,17.5,3,354.24,8,Business,1
