Order ID,Customer ID,Category,Sales,Quantity,Discount,Profit,Order Date,Region
10151,1489,Office Supplies,700.26,1,0.1,-31.04,2022-03-21,Central
10152,1230,Technology,785.25,1,0.2,-82.47,2024-04-15,West
10153,1040,Furniture,320.52,2,0.2,-0.74,2023-10-14,West
10154,1027,Furniture,505.54,3,0.0,96.1,2023-03-09,South
10155,1134,Technology,96.7,1,0.0,14.46,2023-02-21,East
10156,1200,Office Supplies,489.09,5,0.15,14.97,2025-05-22,Central
10157,1839,Technology,247.55,3,0.0,15.82,2026-01-10,West
10158,1779,Technology,289.15,1,0.2,-22.01,2022-01-18,East
10159,1929,Office Supplies,433.29,8,0.15,-10.48,2024-12-13,East
10160,1032,Office Supplies,372.02,6,0.15,-7.05,2027-03-19,West
10161,1047,Furniture,282.45,9,0.0,35.01,2026-06-21,Central
10162,1502,Office Supplies,290.24,3,0.15,-23.48,2026-12-24,South
10163,1406,Furniture,222.62,9,0.1,41.84,2024-01-16,East
10164,1573,Office Supplies,174.41,9,0.2,-9.85,2022-08-28,South
10165,1727,Technology,168.26,1,0.0,13.53,2024-04-25,Central
10166,1804,Furniture,555.66,3,0.0,36.82,2027-04-29,Central
10167,1098,Furniture,330.46,6,0.0,97.06,2023-02-22,South
10168,1683,Furniture,728.96,8,0.0,160.58,2024-05-05,Central
10169,1871,Technology,524.26,4,0.1,15.86,2026-02-18,East
10170,1725,Technology,458.27,5,0.3,-46.06,2026-01-07,South
10171,1986,Technology,200.97,9,0.0,48.05,2026-05-09,Central
10172,1546,Technology,198.46,6,0.2,-6.56,2023-08-22,South
10173,1960,Technology,395.65,7,0.0,67.05,2026-12-02,East
10174,1738,Furniture,381.61,7,0.0,60.09,2026-11-07,Central
10175,1612,Technology,292.61,4,0.0,15.44,2025-02-20,East
10176,1942,Furniture,451.1,4,0.0,127.05,2023-02-24,Central
10177,1461,Technology,431.29,4,0.3,-16.67,2026-05-09,West
10178,1642,Office Supplies,391.99,5,0.0,39.51,2022-08-04,Central
10179,1768,Furniture,634.46,5,0.1,88.66,2025-12-14,South
10180,1004,Office Supplies,837.96,8,0.05,187.05,2023-12-10,Central
10181,1217,Furniture,374.98,9,0.3,-37.0,2023-07-05,East
10182,1502,Office Supplies,319.7,2,0.0,85.84,2024-08-23,East
10183,1766,Technology,862.87,7,0.0,258.38,2027-03-16,Central
10184,1397,Technology,410.38,1,0.0,45.62,2025-06-05,South
10185,1870,Technology,545.71,1,0.05,112.9,2025-06-14,West
10186,1794,Furniture,246.01,4,0.0,62.92,2026-07-26,South
10187,1392,Office Supplies,243.67,7,0.2,-5.0,2025-09-15,West
10188,1206,Technology,321.14,2,0.1,-0.03,2024-04-12,East
10189,1014,Office Supplies,404.41,2,0.1,83.04,2026-02-01,South
10190,1857,Office Supplies,420.04,1,0.05,30.78,2023-11-11,West
10191,1553,Technology,301.34,2,0.0,80.68,2023-05-02,Central
10192,1891,Technology,465.88,7,0.05,10.3,2026-04-22,East
10193,1460,Office Supplies,447.1,9,0.3,-53.15,2026-05-22,Central
10194,1690,Technology,763.33,6,0.2,-63.54,2023-09-15,East
10195,1574,Technology,248.61,2,0.2,-23.63,2025-12-09,South
10196,1863,Technology,531.63,9,0.2,14.8,2022-08-07,South
10197,1742,Furniture,371.15,7,0.0,71.03,2023-12-22,East
10198,1240,Office Supplies,284.22,1,0.0,19.72,2023-01-16,East
10199,1563,Office Supplies,196.75,9,0.0,17.84,2022-03-28,East
10200,1095,Furniture,410.69,2,0.0,60.38,2026-01-24,South
10201,1899,Office Supplies,320.27,4,0.0,30.87,2024-03-25,West
10202,1733,Technology,395.47,9,0.05,73.91,2023-02-15,Central
10203,1484,Office Supplies,183.43,4,0.1,6.45,2023-11-22,Central
10204,1406,Technology,405.76,3,0.2,-41.15,2027-04-24,South
10205,1230,Furniture,392.71,1,0.15,-7.87,2024-10-09,Central
10206,1748,Technology,551.04,7,0.3,-72.05,2023-06-09,East
10207,1654,Office Supplies,733.67,6,0.0,60.33,2023-03-23,West
10208,1170,Office Supplies,456.73,4,0.0,50.2,2022-10-27,Central
10209,1540,Office Supplies,273.73,6,0.1,47.53,2023-02-12,West
10210,1035,Furniture,411.6,6,0.0,115.72,2026-07-19,East
10211,1524,Furniture,334.03,4,0.0,85.7,2023-01-10,Central
10212,1159,Office Supplies,450.53,6,0.0,60.15,2022-08-21,South
10213,1838,Technology,144.2,8,0.0,17.03,2026-11-22,West
10214,1698,Furniture,617.7,3,0.05,82.95,2027-04-07,East
10215,1242,Office Supplies,245.29,4,0.05,39.86,2023-09-30,West
10216,1085,Office Supplies,239.21,1,0.05,53.47,2026-11-06,Central
10217,1795,Furniture,381.46,4,0.1,-10.73,2023-10-12,Central
10218,1577,Furniture,333.3,9,0.0,20.77,2024-08-18,South
10219,1681,Furniture,450.79,8,0.0,100.79,2024-12-08,East
10220,1556,Technology,399.93,4,0.0,103.2,2027-03-31,East
10221,1573,Technology,570.62,7,0.0,149.27,2022-07-05,South
10222,1952,Office Supplies,340.27,3,0.15,35.15,2025-05-13,South
10223,1645,Furniture,407.95,9,0.15,52.23,2022-03-19,East
10224,1795,Technology,779.61,4,0.1,50.45,2026-02-13,West
10225,1027,Furniture,247.47,2,0.0,68.91,2025-11-10,West
10226,1619,Office Supplies,214.24,5,0.1,41.48,2022-07-13,South
10227,1555,Technology,385.97,2,0.1,56.04,2025-01-31,West
10228,1339,Technology,146.11,6,0.05,9.26,2026-06-29,East
10229,1797,Technology,223.08,1,0.05,15.14,2025-10-31,Central
10230,1957,Office Supplies,191.95,6,0.05,24.14,2022-10-14,Central
10231,1330,Furniture,82.11,4,0.1,3.8,2027-02-03,West
10232,1639,Technology,253.77,3,0.15,13.4,2026-02-14,South
10233,1505,Office Supplies,317.04,2,0.0,23.78,2026-10-13,South
10234,1347,Furniture,263.38,7,0.15,-15.21,2022-09-07,South
10235,1472,Office Supplies,185.62,9,0.0,44.17,2027-01-03,South
10236,1230,Furniture,92.42,3,0.0,6.82,2025-05-09,South
10237,1189,Office Supplies,295.82,6,0.3,-51.29,2023-06-20,West
10238,1224,Furniture,318.09,9,0.3,-66.15,2026-01-24,Central
10239,1384,Technology,140.94,2,0.0,28.98,2022-10-27,Central
10240,1376,Furniture,292.89,7,0.05,9.49,2026-02-10,West
10241,1282,Office Supplies,339.79,5,0.0,90.1,2025-01-11,South
10242,1957,Office Supplies,406.93,5,0.05,43.87,2024-03-19,West
10243,1632,Furniture,479.67,7,0.2,36.89,2023-04-03,Central
10244,1627,Technology,549.8,9,0.3,-19.27,2023-11-22,East
10245,1972,Technology,245.01,4,0.1,10.5,2025-08-14,West
10246,1744,Furniture,253.52,9,0.0,21.67,2025-10-19,South
10247,1258,Furniture,197.34,9,0.1,-12.46,2023-12-19,Central
10248,1358,Office Supplies,334.48,4,0.0,61.22,2022-02-09,Central
10249,1709,Technology,322.3,3,0.3,-50.29,2027-01-14,Central
10250,1455,Furniture,76.48,2,0.2,-8.88,2026-07-07,Central
10251,1410,Technology,162.28,9,0.1,16.4,2025-09-25,South
10252,1648,Furniture,346.98,2,0.0,41.26,2026-03-20,East
10253,1317,Furniture,54.4,6,0.0,5.1,2022-04-18,Central
10254,1676,Technology,403.61,5,0.0,98.35,2025-09-01,West
10255,1224,Furniture,199.47,5,0.2,22.93,2025-02-11,East
10256,1818,Furniture,578.46,4,0.05,25.25,2025-04-05,Central
10257,1233,Office Supplies,623.03,6,0.0,55.39,2022-09-18,East
10258,1683,Furniture,266.56,5,0.05,65.01,2026-06-30,West
10259,1663,Furniture,325.25,4,0.2,-33.51,2025-06-01,Central
10260,1974,Furniture,344.3,9,0.0,101.36,2025-07-09,West
10261,1826,Office Supplies,421.59,6,0.2,-49.95,2025-06-28,South
10262,1373,Technology,337.19,3,0.2,-4.54,2023-06-10,Central
10263,1671,Office Supplies,361.74,6,0.3,-59.97,2023-12-11,Central
10264,1607,Office Supplies,193.91,1,0.0,55.2,2022-05-06,Central
10265,1471,Technology,232.11,5,0.0,30.0,2025-05-14,Central
10266,1232,Office Supplies,344.12,6,0.0,73.5,2025-03-09,South
10267,1691,Technology,369.76,8,0.0,25.89,2024-12-21,Central
10268,1112,Office Supplies,755.17,9,0.0,83.51,2025-07-30,East
10269,1829,Technology,451.14,3,0.1,60.9,2022-02-23,Central
10270,1496,Furniture,186.14,2,0.05,22.41,2022-12-12,South
10271,1441,Office Supplies,310.64,4,0.2,-0.83,2026-03-28,Central
10272,1563,Office Supplies,300.12,8,0.0,47.18,2022-05-16,East
10273,1267,Office Supplies,326.77,8,0.1,48.68,2022-11-26,South
10274,1509,Office Supplies,394.49,3,0.15,4.08,2025-03-13,South
10275,1806,Furniture,278.39,4,0.15,20.19,2025-12-30,East
10276,1385,Office Supplies,651.43,3,0.2,10.17,2025-07-29,East
10277,1386,Furniture,175.41,2,0.15,-10.22,2022-05-16,East
10278,1112,Furniture,343.93,4,0.3,-4.6,2026-02-21,East
10279,1612,Furniture,820.04,6,0.0,214.77,2024-03-23,East
10280,1624,Furniture,255.59,5,0.05,16.16,2026-10-23,South
10281,1951,Technology,258.18,3,0.0,53.2,2024-05-01,South
10282,1080,Technology,793.43,2,0.0,54.09,2026-10-11,Central
10283,1698,Office Supplies,436.07,9,0.0,113.02,2027-04-23,Central
10284,1112,Technology,351.89,1,0.0,32.95,2025-11-25,West
10285,1001,Technology,349.86,9,0.0,23.69,2024-05-20,Central
10286,1641,Office Supplies,614.55,1,0.0,92.22,2024-06-10,Central
10287,1219,Office Supplies,266.61,7,0.0,51.78,2026-01-12,East
10288,1565,Office Supplies,170.53,6,0.3,-6.66,2023-09-27,East
10289,1854,Technology,177.48,7,0.0,52.1,2026-07-10,Central
10290,1996,Technology,428.24,3,0.15,-0.25,2023-10-31,West
10291,1735,Office Supplies,233.68,3,0.0,15.22,2025-07-17,East
10292,1224,Furniture,394.81,1,0.3,-48.15,2024-11-06,Central
10293,1384,Office Supplies,190.23,4,0.2,9.67,2022-09-26,Central
10294,1402,Furniture,463.74,2,0.1,42.33,2024-05-10,South
10295,1637,Furniture,927.03,8,0.1,53.41,2023-04-27,West
10296,1129,Office Supplies,415.8,3,0.0,73.01,2025-05-27,South
10297,1052,Office Supplies,42.07,7,0.3,-9.54,2025-09-04,West
10298,1683,Office Supplies,659.3,7,0.2,-21.72,2025-06-15,East
10299,1729,Technology,247.89,9,0.2,3.6,2026-04-18,West
10300,1671,Furniture,129.43,6,0.1,19.68,2022-10-12,Central
10301,1709,Technology,96.38,1,0.0,17.92,2024-11-26,Central
10302,1415,Technology,979.42,8,0.2,-51.7,2022-04-13,West
10303,1246,Office Supplies,368.76,1,0.0,96.9,2026-10-13,West
10304,1835,Technology,254.51,3,0.1,21.3,2025-12-24,West
10305,1438,Office Supplies,296.54,5,0.0,30.16,2024-03-02,South
10306,1202,Furniture,130.91,8,0.3,-1.48,2026-08-05,West
10307,1183,Office Supplies,398.14,9,0.0,55.51,2022-08-27,East
10308,1122,Technology,482.98,7,0.0,126.11,2024-01-11,South
10309,1400,Technology,192.78,9,0.1,17.7,2023-10-07,South
10310,1766,Office Supplies,423.69,3,0.15,43.2,2025-02-22,West
10311,1293,Office Supplies,1082.68,5,0.1,-7.75,2026-05-08,East
10312,1279,Technology,513.78,8,0.0,76.56,2026-06-12,South
10313,1836,Furniture,356.15,1,0.0,105.35,2026-06-22,Central
10314,1883,Furniture,175.36,8,0.15,7.65,2024-05-31,South
10315,1609,Office Supplies,533.73,7,0.3,-48.6,2023-08-30,West
10316,1197,Furniture,442.18,1,0.2,-42.42,2027-05-04,East
10317,1981,Technology,249.11,6,0.05,21.77,2022-07-07,West
10318,1906,Office Supplies,441.56,1,0.3,-62.9,2024-06-06,Central
10319,1510,Technology,177.43,2,0.05,32.24,2025-07-03,Central
10320,1751,Technology,381.99,5,0.05,73.61,2026-05-28,Central
10321,1143,Furniture,311.54,2,0.05,35.5,2024-09-13,West
10322,1608,Office Supplies,744.4,1,0.05,147.28,2024-07-12,South
10323,1200,Office Supplies,348.72,6,0.15,-9.06,2027-03-13,West
10324,1123,Furniture,1004.69,8,0.05,37.89,2024-03-04,East
10325,1186,Technology,342.83,8,0.0,65.52,2023-06-14,South
10326,1325,Technology,445.53,8,0.0,128.35,2023-11-07,Central
10327,1463,Technology,670.91,6,0.0,166.55,2023-01-27,West
10328,1348,Technology,521.76,3,0.1,46.54,2026-08-09,Central
10329,1770,Office Supplies,93.11,1,0.0,19.71,2026-01-31,Central
10330,1659,Office Supplies,443.55,2,0.0,125.37,2027-01-24,East
10331,1763,Furniture,429.55,5,0.1,12.78,2025-06-30,South
10332,1954,Furniture,138.49,5,0.1,0.29,2023-11-03,East
10333,1931,Office Supplies,560.82,1,0.15,79.12,2024-05-10,East
10334,1402,Office Supplies,143.9,1,0.05,28.72,2026-05-04,East
10335,1345,Technology,472.6,9,0.2,-11.76,2025-04-14,Central
10336,1962,Technology,325.57,2,0.3,-48.32,2023-04-11,East
10337,1510,Furniture,480.92,7,0.2,-1.04,2024-04-18,East
10338,1146,Office Supplies,383.47,4,0.1,1.62,2026-05-20,South
10339,1147,Furniture,327.17,7,0.0,94.7,2024-09-14,South
10340,1863,Office Supplies,350.93,8,0.3,-26.29,2025-08-05,East
10341,1710,Technology,164.36,5,0.0,44.19,2024-12-09,South
10342,1819,Furniture,573.21,1,0.0,55.8,2022-01-04,South
10343,1488,Furniture,187.33,4,0.05,27.8,2026-07-13,East
10344,1928,Office Supplies,401.82,3,0.0,22.5,2024-05-01,Central
10345,1935,Technology,390.75,5,0.3,-38.87,2027-03-24,East
10346,1639,Furniture,573.67,6,0.1,64.6,2026-03-04,South
10347,1550,Technology,272.64,2,0.1,21.73,2026-08-27,Central
10348,1337,Furniture,164.62,7,0.1,-10.11,2025-05-31,West
10349,1871,Technology,354.26,3,0.05,23.06,2027-03-09,Central
10350,1640,Office Supplies,433.1,1,0.0,29.7,2026-08-19,South
10351,1778,Furniture,349.63,3,0.1,9.85,2027-04-07,Central
10352,1987,Furniture,587.45,9,0.15,13.11,2025-07-09,East
10353,1952,Technology,343.96,6,0.05,50.6,2026-09-05,West
10354,1472,Technology,101.01,6,0.15,9.65,2023-06-19,West
10355,1945,Furniture,208.38,4,0.0,39.03,2024-06-21,West
10356,1150,Office Supplies,710.9,8,0.0,84.07,2025-10-31,South
10357,1414,Technology,404.18,5,0.0,44.92,2024-12-20,South
10358,1989,Technology,207.53,7,0.0,17.49,2025-10-11,West
10359,1297,Technology,389.71,9,0.2,-10.07,2027-01-31,Central
10360,1610,Furniture,334.82,5,0.2,-11.37,2023-10-08,West
10361,1262,Furniture,351.45,5,0.0,33.96,2022-01-24,Central
10362,1763,Furniture,105.54,4,0.1,-0.48,2025-08-09,Central
10363,1143,Furniture,422.96,6,0.15,21.44,2023-07-11,South
10364,1345,Office Supplies,147.57,2,0.0,34.78,2023-11-22,Central
10365,1623,Office Supplies,199.22,3,0.0,42.8,2022-12-22,West
10366,1571,Furniture,211.74,1,0.3,-40.37,2024-05-19,South
10367,1880,Office Supplies,240.89,2,0.1,0.6,2024-07-29,East
10368,1001,Technology,358.16,2,0.3,-1.64,2023-07-29,East
10369,1896,Technology,374.5,8,0.0,93.37,2022-01-29,South
10370,1303,Technology,531.44,8,0.15,-26.88,2022-12-23,West
10371,1253,Furniture,794.82,2,0.0,208.16,2022-12-31,East
10372,1651,Technology,617.34,6,0.0,148.0,2023-08-31,East
10373,1452,Office Supplies,193.34,5,0.05,16.3,2023-02-13,Central
10374,1036,Furniture,393.26,3,0.0,61.6,2025-07-13,Central
10375,1159,Office Supplies,596.25,5,0.0,57.53,2025-08-07,West
10376,1008,Technology,529.61,5,0.0,41.18,2023-07-21,South
10377,1232,Technology,806.84,5,0.0,186.13,2025-03-22,West
10378,1098,Technology,410.6,3,0.15,1.94,2022-08-07,South
10379,1658,Furniture,276.63,3,0.05,54.85,2022-06-22,East
10380,1815,Office Supplies,560.04,4,0.0,167.4,2023-08-31,Central
10381,1207,Furniture,406.96,7,0.0,28.14,2026-07-17,West
10382,1130,Furniture,470.26,2,0.0,79.13,2024-11-01,West
10383,1403,Technology,715.55,4,0.1,122.38,2026-03-20,South
10384,1151,Furniture,416.56,4,0.0,102.99,2025-10-17,South
10385,1053,Furniture,611.2,1,0.15,76.82,2024-05-07,West
10386,1119,Technology,275.6,8,0.0,37.83,2026-05-22,South
10387,1672,Furniture,209.47,1,0.0,34.24,2023-10-19,West
10388,1919,Technology,366.34,8,0.2,-11.52,2024-08-26,West
10389,1627,Technology,341.17,7,0.15,46.76,2026-02-09,West
10390,1586,Technology,609.5,9,0.0,80.39,2026-05-20,East
10391,1624,Technology,739.49,8,0.2,16.67,2025-01-10,South
10392,1967,Furniture,729.81,5,0.05,45.47,2026-06-29,Central
10393,1419,Technology,80.79,8,0.2,9.85,2026-09-13,Central
10394,1421,Technology,182.32,3,0.1,18.2,2025-09-25,South
10395,1103,Furniture,275.85,7,0.1,21.98,2023-03-17,West
10396,1851,Furniture,280.28,4,0.3,-3.84,2023-09-09,Central
10397,1253,Office Supplies,228.39,5,0.0,26.98,2022-08-14,Central
10398,1226,Furniture,278.45,9,0.1,7.33,2023-01-06,South
10399,1111,Furniture,735.62,7,0.05,24.36,2022-01-28,Central
10400,1509,Office Supplies,569.55,4,0.0,44.72,2024-10-04,West
